animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A564660,Moki,2014-01-31 13:37:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6,Australian Shepherd Mix,Brown,Tan,1,1.0083333333333333
A565044,Bailey,2014-12-15 16:28:00,4003 Ayala in Travis (TX),Stray,Normal,Spayed Female,5,Boxer Mix,Brown,,1,219.91805555555555
A565123,Max,2014-08-04 18:10:00,11702 Garden Grove in Travis (TX),Public Assist,Normal,Neutered Male,4,Australian Kelpie Mix,Red,Black,1,133.6201388888889
A565152,Pipo,2019-08-31 15:58:00,11300 Doyle Overton Road in Travis (TX),Stray,Normal,Neutered Male,9,Basset Hound Mix,Tan,White,1,65.69166666666666
A565413,Coco,2018-12-21 11:08:00,7201 Levander Loop in Austin (TX),Stray,Normal,Neutered Male,9,Miniature Pinscher,Brown,Brown,1,6.036111111111111
A566493,Buddy,2017-03-26 23:16:00,701 E Ben White in Austin (TX),Public Assist,Normal,Neutered Male,8,Labrador Retriever Mix,White,Yellow,1,34.09652777777778
A566568,Duck,2018-03-21 17:00:00,14000 Graef Rd in Travis (TX),Stray,Normal,Neutered Male,9,Harrier Mix,Brown,Black,2,119.66631944444444
A567214,Lilly Bell,2015-03-06 13:16:00,6100 Jain Lane in Austin (TX),Public Assist,Normal,Spayed Female,5,Labrador Retriever Mix,Black,,1,50.077083333333334
A567704,Barry,2013-11-07 14:42:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3,German Shepherd Mix,Brown,White,1,44.03888888888889
A568084,Diva,2014-10-04 13:28:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4,Chihuahua Shorthair Mix,Tricolor,,1,1.898611111111111
A568121,Lola,2013-12-30 12:22:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4,Chihuahua Shorthair Mix,Black,Tan,1,32.053472222222226
A568282,Sunny Boy,2017-04-07 11:15:00,East Martin Luther King Jr Blvd in Austin (TX),Stray,Injured,Neutered Male,9,Bruss Griffon Mix,Gray,Black,1,78.15763888888888
A568818,Fievel,2019-01-13 17:53:00,West Howard Lane in Austin (TX),Stray,Normal,Neutered Male,10,Chihuahua Shorthair,Tan,,1,3.8159722222222223
A569136,Cooper,2014-10-18 16:20:00,20747 Fm 969 in Webberville (TX),Stray,Normal,Neutered Male,9,Dachshund,Black,Tan,1,6.870138888888889
A569888,Amadeus,2013-10-21 11:48:00,7Th And Tillery in Austin (TX),Stray,Normal,Neutered Male,5,Alaskan Husky Mix,Gray,White,1,16.24652777777778
A570181,Perlita,2014-02-17 13:25:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4,Cocker Spaniel Mix,Tan,White,3,9.795370370370371
A570182,Chloe,2014-02-17 13:25:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4,Beagle Mix,Tan,Black,2,15.202430555555555
A570239,Action,2014-08-30 16:18:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,Pit Bull,White,Tan,1,272.93541666666664
A571194,Weezy,2017-12-20 14:53:00,Austin (TX),Owner Surrender,Normal,Spayed Female,9,Norfolk Terrier Mix,Black,,1,3.9631944444444445
A571326,Vinnie,2015-11-05 12:10:00,12400 Paloma Blanca Way in Austin (TX),Stray,Normal,Neutered Male,7,Staffordshire Mix,Brown,White,2,49.532986111111114
A571610,Timo,2016-06-24 13:13:00,1212 Perez in Austin (TX),Owner Surrender,Normal,Neutered Male,7,Labrador Retriever Mix,Brown,,1,44.449305555555554
A572538,Valintino,2015-01-21 11:22:00,1205 E 13Th St in Austin (TX),Owner Surrender,Normal,Neutered Male,5,Pit Bull Mix,White,,1,7.257638888888889
A573060,Bailey,2015-10-27 11:47:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6,Labrador Retriever Mix,Red,White,1,26.989583333333332
A573717,Bella,2016-04-25 18:57:00,5200 S Scout Island Cir in Austin (TX),Stray,Normal,Spayed Female,6,Labrador Retriever Mix,Black,White,1,248.60555555555555
A573863,Princess,2014-06-11 15:55:00,2504 Manor Rd #116 in Austin (TX),Stray,Normal,Spayed Female,4,Yorkshire Terrier Mix,Black,,1,5.845138888888889
A573959,Bandit,2018-08-10 14:33:00,Austin (TX),Owner Surrender,Normal,Neutered Male,10,Queensland Heeler Mix,White,Brown,1,8.05625
A575214,Bebe,2015-08-05 15:57:00,6902 Deep Cir #A in Austin (TX),Owner Surrender,Normal,Spayed Female,7,Blue Lacy Mix,Blue,White,1,12.128472222222221
A575388,Molly,2019-06-11 11:40:00,Austin (TX),Owner Surrender,Normal,Spayed Female,9,Labrador Retriever Mix,Tan,,1,5.283333333333333
A575920,Maya,2015-08-01 02:38:00,100 E Anderson Ln in Austin (TX),Stray,Normal,Spayed Female,7,Pointer Mix,White,Brown,1,45.672222222222224
A576186,Rocco,2013-11-04 15:06:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3,Chihuahua Shorthair Mix,Tan,White,1,35.05833333333333
A576232,Scully,2017-02-04 12:42:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6,Labrador Retriever Mix,Black,White,1,7.096527777777778
A576591,Bogie,2015-08-19 15:30:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,Pit Bull Mix,White,Brown,1,188.76805555555555
A577308,Lobo,2014-12-18 12:35:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4,Catahoula Mix,White,Tan,1,55.15902777777778
A577312,Smokey,2016-06-06 18:10:00,5129 Cameron Rd in Austin (TX),Stray,Normal,Neutered Male,7,Pit Bull Mix,Black,White,1,46.856944444444444
A577713,Ezra,2016-01-22 17:40:00,Austin (TX),Owner Surrender,Sick,Neutered Male,6,Labrador Retriever Mix,Black,,1,34.05972222222222
A578135,*Sadie,2016-07-03 16:57:00,6403 Johnny Morris Unit 10 in Austin (TX),Stray,Normal,Spayed Female,6,German Shepherd Mix,Tricolor,,1,198.73263888888889
A578168,Asad,2014-05-25 12:44:00,Austin (TX),Owner Surrender,Sick,Intact Male,4,Silky Terrier,Gray,Tan,1,31.195138888888888
A578341,Lucas,2016-11-23 14:52:00,11336  Rimrock Trl in Austin (TX),Stray,Normal,Intact Male,6,Pekingese Mix,White,,1,5.097916666666666
A578543,Buddy,2017-07-22 10:56:00,4550 Avenue A in Austin (TX),Stray,Normal,Neutered Male,10,Chihuahua Shorthair Mix,Black,Tan,1,28.23125
A578580,Princess,2017-08-07 14:18:00,Texas 45 And Escarpment Boulevard in Austin (TX),Stray,Normal,Spayed Female,11,Siberian Husky Mix,Black,White,1,6.211805555555555
A578688,Bailey,2016-04-25 13:35:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6,Chow Chow Mix,Red,White,1,4.188194444444444
A578861,Ruby,2019-03-07 15:19:00,Austin (TX),Owner Surrender,Injured,Spayed Female,9,Boxer Mix,White,Brown,3,21.67685185185185
A581393,Liz Lemon,2017-02-17 09:44:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6,Rhod Ridgeback Mix,Brown,,1,4.386805555555555
A582491,Chipper,2019-01-21 14:56:00,2102 Chicon Street in Austin (TX),Stray,Normal,Neutered Male,9,Chihuahua Shorthair Mix,White,Brown,1,8.833333333333334
A584437,Wally,2015-11-14 14:11:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,Labrador Retriever Mix,Brown,,2,31.964236111111113
A584727,Sooner,2017-10-09 09:33:00,Ribecke And Webberville in Austin (TX),Stray,Normal,Neutered Male,8,Manchester Terrier Mix,Black,Brown,1,4.283333333333333
A585277,Rocky,2018-04-26 15:51:00,5901 Municipal Complex Way in Lago Vista (TX),Stray,Normal,Neutered Male,8,Finnish Spitz Mix,Black,White,1,38.10069444444444
A585692,Harley,2014-09-24 13:45:00,Lindeman Ln And Cherry Hollow Crossing in Travis (TX),Stray,Injured,Spayed Female,4,Labrador Retriever Mix,Black,,1,71.12013888888889
A585735,Mayla,2018-11-27 11:29:00,1406 Dale Drive in Austin (TX),Stray,Normal,Spayed Female,9,Boxer Mix,Brown,White,1,32.15
A585850,Ice Cream,2015-10-29 15:53:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8,Pit Bull Mix,White,Tan,1,15.027777777777779
A585941,Nappa,2013-10-27 15:59:00,2700 Gracie Farms Ln in Austin (TX),Stray,Normal,Neutered Male,4,Staffordshire,Brown,,1,133.82291666666666
A585942,Jack,2013-10-27 15:59:00,2700 Gracie Farms Ln in Austin (TX),Stray,Normal,Neutered Male,8,Rat Terrier Mix,White,Brown,1,118.05902777777777
A586033,Moose,2016-01-21 13:41:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,Beagle Mix,White,,2,20.76076388888889
A586522,*Louie,2014-04-19 15:05:00,1505 Broadmoor Dr in Austin (TX),Stray,Normal,Neutered Male,3,Labrador Retriever Mix,Black,White,1,29.075694444444444
A586717,Deuce,2014-08-07 13:55:00,16523 Fagerquist in Travis (TX),Stray,Injured,Neutered Male,5,Pit Bull Mix,Red,White,1,108.15694444444445
A587006,Pivo,2013-10-21 13:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4,Australian Cattle Dog,White,Black,1,182.79305555555555
A587278,Schroeder,2015-09-19 12:07:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,German Shepherd Mix,Black,Brown,1,6.019444444444445
A587510,Chocolate,2014-01-13 18:35:00,3600 S Ih35 Woodward St in Austin (TX),Stray,Normal,Neutered Male,4,Pit Bull Mix,Red,White,1,78.90277777777777
A587990,Cevrus,2013-10-12 16:18:00,183 And Research in Austin (TX),Public Assist,Normal,Neutered Male,4,Dachshund Mix,Black,White,1,22.36875
A588258,Diamond,2015-09-16 15:42:00,4800 Surrey Dr in Austin (TX),Public Assist,Normal,Spayed Female,7,German Shepherd Mix,Black,Tan,1,107.86944444444444
A588953,Petey,2013-10-28 13:47:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,American Bulldog,Black,White,1,46.99444444444445
A589206,Georgia,2014-04-21 13:42:00,Austin (TX),Owner Surrender,Normal,Spayed Female,7,Bull Terrier Mix,Blue,,1,182.0986111111111
A589374,Panda,2017-08-20 12:38:00,1144 Mason Avenue in Austin (TX),Owner Surrender,Normal,Neutered Male,7,American Bulldog Mix,Black,White,1,170.90208333333334
A589649,Penny,2018-03-09 13:06:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8,Border Collie Mix,Black,Brown,1,9.086805555555555
A590017,Tessie,2016-04-23 15:50:00,12803 Doorbell Dr in Manor (TX),Stray,Normal,Spayed Female,6,Pit Bull Mix,Tan,White,1,118.98958333333333
A590144,Pebbles,2014-08-12 12:49:00,2218  Pershing Dr in Austin (TX),Stray,Normal,Spayed Female,8,Rottweiler,Black,Brown,1,533.8270833333333
A590290,Oreo,2014-08-18 10:17:00,3717 Crownover in Austin (TX),Stray,Normal,Neutered Male,3,Border Terrier Mix,White,Black,1,9.077777777777778
A590479,Molly,2014-07-06 11:21:00,Hornsby in Austin (TX),Stray,Normal,Spayed Female,7,Great Pyrenees Mix,White,,1,5.194444444444445
A590637,Max,2013-11-18 12:09:00,1600 Smith Rd in Austin (TX),Stray,Normal,Neutered Male,3,German Shepherd Mix,Tan,White,2,15.558680555555556
A590694,Bear,2017-03-23 12:56:00,Austin (TX),Stray,Normal,Neutered Male,8,German Shepherd Mix,Brown,Black,1,13.01736111111111
A590826,Oso,2014-10-14 14:25:00,Webberville And 12Th St in Austin (TX),Stray,Normal,Neutered Male,5,Australian Shepherd Mix,Brown,Tan,1,1.0
A591124,Copper,2016-08-16 12:17:00,Austin (TX),Owner Surrender,Normal,Neutered Male,8,Rottweiler Mix,Red,,1,12.07986111111111
A591462,Dixon,2015-01-17 11:36:00,290/Springdale in Austin (TX),Stray,Normal,Neutered Male,4,American Staffordshire Terrier Mix,Black,White,1,28.09513888888889
A591537,Luna,2015-06-01 18:27:00,Outside Jurisdiction,Owner Surrender,Normal,Spayed Female,6,Pit Bull Mix,Black,White,1,89.01319444444445
A591775,Jack,2014-11-14 17:32:00,2103 Granberry in Austin (TX),Owner Surrender,Normal,Neutered Male,5,Chihuahua Shorthair Mix,White,Tan,1,43.04097222222222
A591903,Loki,2016-01-18 13:10:00,2310 Wickersham Ln in Austin (TX),Stray,Normal,Neutered Male,5,Border Terrier Mix,Tan,Tan,1,8.95625
A591971,Buddy,2015-04-24 13:51:00,Del Valle (TX),Owner Surrender,Normal,Neutered Male,5,Collie Rough Mix,Tan,White,2,23.11423611111111
A592335,Dex,2015-08-26 12:54:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,Norwich Terrier Mix,Tan,,1,4.142361111111111
A592454,*Mabel,2014-05-23 17:00:00,1724 Bunche Rd in Austin (TX),Stray,Normal,Spayed Female,5,Pit Bull Mix,Brown,,1,173.90069444444444
A592629,Peanut,2015-07-08 12:35:00,6600 Elm Creek #81 in Austin (TX),Stray,Normal,Neutered Male,5,Dachshund Mix,Red,Red,1,14.14236111111111
A592671,Springsteen,2017-01-27 16:48:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,Border Terrier Mix,Yellow,,1,2.0930555555555554
A593205,Nigel,2014-04-26 16:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,Dachshund Mix,Red,,1,3.998611111111111
A593567,Bruno,2015-09-28 15:30:00,Austin (TX),Public Assist,Normal,Neutered Male,5,Chihuahua Shorthair Mix,Tricolor,White,1,71.95069444444445
A593868,Tiger,2016-12-08 14:36:00,2907 Kuhlman Ave in Austin (TX),Owner Surrender,Normal,Neutered Male,9,American Staffordshire Terrier,Black,White,1,54.11388888888889
A594017,Brenda,2017-07-19 11:14:00,Austin (TX),Public Assist,Normal,Spayed Female,7,Staffordshire Mix,Brown,White,1,558.9145833333333
A594194,Snoop,2017-02-09 09:56:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7,Chinese Sharpei Mix,Brown,White,1,155.9388888888889
A594195,Diamond,2017-02-09 09:56:00,Austin (TX),Owner Surrender,Normal,Spayed Female,8,Pit Bull Mix,Tan,White,1,71.10694444444445
A594400,*Jordan,2015-02-17 11:09:00,Dessau Rd & E Howard Ln in Austin (TX),Stray,Normal,Spayed Female,5,Boxer Mix,Brown,,1,41.71666666666667
A594707,*Frisco,2013-10-02 12:36:00,Austin (TX),Public Assist,Normal,Spayed Female,4,German Shepherd Mix,White,,1,121.21041666666666
A594809,Mitzu,2018-11-06 16:18:00,Austin (TX),Owner Surrender,Normal,Neutered Male,9,Beagle Mix,Black,Tan,1,11.075694444444444
A594828,Buddy,2015-12-11 15:50:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,Labrador Retriever Mix,Black,,1,2.047222222222222
A595090,Cinnamon,2015-04-06 14:18:00,Outside Jurisdiction,Owner Surrender,Normal,Neutered Male,4,Boxer Mix,Tan,Black,2,126.45486111111111
A595363,Teacup,2015-10-26 16:03:00,7131 Wood Hollow Dr in Austin (TX),Stray,Normal,Spayed Female,5,Dachshund Mix,Brown,,1,5.021527777777778
A595590,Jo,2013-10-07 07:39:00,10520 N. Lamar in Austin (TX),Stray,Normal,Spayed Female,2,Black/Tan Hound Mix,Black,Tan,1,90.21458333333334
A595620,Alfred,2014-12-18 12:35:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4,Basset Hound Mix,Tan,White,1,9.086805555555555
A595633,Chance,2017-01-06 09:31:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,American Bulldog Mix,Black,White,2,54.767361111111114
A596202,Lucky,2016-02-03 13:38:00,124 W Anderson Ln in Austin (TX),Stray,Normal,Neutered Male,6,Labrador Retriever Mix,Black,,1,176.13680555555555
A596317,Jenny,2013-12-05 18:01:00,11304 North Ih 35 in Austin (TX),Stray,Normal,Spayed Female,3,American Staffordshire Terrier Mix,Black,White,1,23.947916666666668
A596406,*Phany,2016-01-02 16:25:00,Havana And Powell Dr in Austin (TX),Stray,Normal,Spayed Female,4,Labrador Retriever,Black,,1,4.902083333333334
A596658,Victoria,2017-07-13 09:58:00,2900 E Cesar Chavez St in Austin (TX),Owner Surrender,Normal,Spayed Female,3,Boxer Mix,White,Black,1,214.1326388888889
A597037,Cookie,2015-02-01 09:57:00,4708 Castleman Dr. in Austin (TX),Stray,Normal,Spayed Female,4,Boxer Mix,Black,White,2,6.70625
A597131,Austin,2015-04-02 11:36:00,Outside Jurisdiction,Owner Surrender,Normal,Neutered Male,4,Bluetick Hound Mix,Brown,White,1,38.20625
A597150,Kola,2014-03-19 12:57:00,Mearns Meadow Blvd & Boyer Blvd in Austin (TX),Stray,Normal,Spayed Female,4,Labrador Retriever Mix,Brown,,2,221.64618055555556
A597335,Princess,2017-03-09 16:00:00,8601 El Rey in Austin (TX),Stray,Injured,Spayed Female,6,Cane Corso Mix,Blue,White,2,163.24895833333335
A597414,Shiner,2014-12-02 14:08:00,9Th & San Saba in Austin (TX),Stray,Normal,Neutered Male,4,Plott Hound,Black,,1,71.90208333333334
A597678,China,2016-03-12 13:49:00,E Slaughter Ln & Old Lockhart Rd in Austin (TX),Stray,Normal,Spayed Female,7,Pit Bull,Black,White,1,119.11666666666666
A597754,Sunshine,2015-06-15 13:26:00,1135 Garland Ave in Austin (TX),Stray,Normal,Spayed Female,5,Vizsla Mix,Red,White,1,59.20763888888889
A597837,Toby,2014-08-07 16:13:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3,Miniature Schnauzer Mix,Black,White,1,16.043055555555554
A598001,N/A,2017-12-19 18:43:00,12800 West Highway 290 in Manor (TX),Stray,Normal,Neutered Male,8,Rat Terrier Mix,Tricolor,,1,7.929861111111111
A598212,Rocky,2016-01-28 15:55:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,Miniature Schnauzer Mix,Gray,,1,2.8631944444444444
A598610,Ellie,2013-11-24 13:31:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3,Australian Kelpie Mix,Black,,1,13.089583333333334
A598657,Ruby,2017-12-10 10:20:00,2938 Pecan Springs Rd in Austin (TX),Stray,Normal,Spayed Female,8,Pit Bull,Black,White,1,51.92777777777778
A599068,Honey,2015-11-22 11:13:00,6205 E Riverside Dr in Austin (TX),Stray,Normal,Spayed Female,7,Boxer Mix,Brown,White,1,13.061805555555555
A599829,Dodger,2019-05-29 14:48:00,Fm973 And Decker Lake Road in Austin (TX),Stray,Normal,Neutered Male,8,Labrador Retriever Mix,Black,White,1,74.17708333333333
A600245,Chato,2018-09-23 15:26:00,Austin (TX),Owner Surrender,Normal,Intact Male,8,Pit Bull Mix,White,Brown,1,333.95694444444445
A600328,Butters,2017-01-28 10:35:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7,Chihuahua Shorthair Mix,Black,Brown,1,1.0
A600394,Natasha,2018-04-13 16:11:00,Austin (TX),Owner Surrender,Normal,Spayed Female,13,Labrador Retriever Mix,Black,White,1,31.8
A600769,King,2015-06-03 16:17:00,Del Valle (TX),Owner Surrender,Normal,Neutered Male,7,American Bulldog Mix,Tan,White,1,143.11944444444444
A600779,Oso,2015-02-27 12:48:00,9305 Carson Creek in Austin (TX),Stray,Normal,Neutered Male,6,Border Collie Mix,White,Gray,1,8.179166666666667
A600858,Little Man,2019-09-23 10:34:00,2201 Montopolis in Austin (TX),Owner Surrender,Normal,Intact Male,8,Chihuahua Shorthair Mix,Brown,White,1,21.35
A600948,Chica,2016-02-02 18:30:00,3603 Southridge in Austin (TX),Stray,Normal,Spayed Female,4,Chihuahua Shorthair,White,Tan,1,3.7888888888888888
A601250,Charly,2015-06-27 14:06:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4,Labrador Retriever Mix,Black,,1,23.089583333333334
A601363,Stacie,2014-07-09 11:24:00,Walsh Tarlton And Stoneridge in Austin (TX),Stray,Normal,Spayed Female,5,Pointer Mix,White,Black,1,12.35
A601614,Freida,2016-01-22 17:40:00,Austin (TX),Owner Surrender,Sick,Spayed Female,5,German Shepherd,Black,Tan,1,57.99583333333333
A601696,Lady,2014-03-10 11:35:00,2303 Purple Sage in Austin (TX),Public Assist,Injured,Spayed Female,5,Labrador Retriever Mix,Black,White,1,342.22083333333336
A602389,Chacho,2018-01-05 14:30:00,6001 Ponca St in Austin (TX),Stray,Normal,Neutered Male,7,Dutch Shepherd Mix,Tricolor,,1,346.8826388888889
A603018,Romo,2019-05-26 13:07:00,Tillery And Lyons Road in Austin (TX),Stray,Normal,Intact Male,9,Labrador Retriever,Brown,,1,89.13402777777777
A603544,Apollo,2018-09-20 13:08:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7,Pit Bull Mix,Brown,White,1,41.00069444444444
A603619,Oso,2015-05-13 16:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,6,Labrador Retriever Mix,Black,,1,27.102083333333333
A603620,Gordo,2015-05-13 16:45:00,Austin (TX),Owner Surrender,Normal,Neutered Male,4,Australian Shepherd Mix,Brown,White,1,11.95486111111111
A603621,Baby,2015-04-12 12:46:00,Austin (TX),Public Assist,Normal,Neutered Male,5,Chihuahua Shorthair Mix,Brown,,1,281.96736111111113
A603708,Daisy,2017-09-11 10:53:00,7111 Crystalbrook Dr in Austin (TX),Owner Surrender,Normal,Intact Female,8,Pit Bull Mix,White,Brown,1,705.0263888888888
A603736,Bleu,2015-12-10 13:38:00,12812 Briarcreek Loop in Travis (TX),Stray,Normal,Spayed Female,8,Pit Bull,Blue,White,1,29.976388888888888
A603908,William,2016-11-16 10:33:00,Austin (TX),Owner Surrender,Normal,Neutered Male,5,Soft Coated Wheaten Terrier Mix,White,,1,9.11736111111111
A603949,*Millie,2014-02-04 13:21:00,13904 Tophll Cir in Pflugerville (TX),Stray,Normal,Spayed Female,3,Chihuahua Shorthair,White,,1,18.995833333333334
A604301,*Tiffany,2016-05-25 11:29:00,301 W 38Th in Austin (TX),Owner Surrender,Normal,Spayed Female,6,Labrador Retriever Mix,Black,,1,104.96041666666666
A604442,Bella,2016-05-21 13:06:00,2104 Tall Withers Cove in Austin (TX),Stray,Normal,Spayed Female,5,Boxer Mix,Brown,White,1,20.199305555555554
A604785,Cobi,2014-06-01 15:06:00,Round Rock (TX),Owner Surrender,Normal,Neutered Male,9,Chesa Bay Retr Mix,Brown,,1,25.113888888888887
A604955,Pollydoodle,2013-10-08 15:48:00,9308 Fm 969 in Travis (TX),Stray,Normal,Spayed Female,3,American Staffordshire Terrier Mix,Brown,White,2,433.76076388888885
A605052,Jerzey,2016-12-04 08:39:00,600 Barwood Park in Austin (TX),Public Assist,Normal,Neutered Male,9,Labrador Retriever Mix,Brown,White,1,20.36875
A605337,Ruby,2014-03-24 13:14:00,Austin (TX),Owner Surrender,Normal,Spayed Female,3,Pit Bull Mix,Brown,White,1,147.09097222222223
A605420,Lucy,2015-03-11 11:44:00,Austin (TX),Owner Surrender,Normal,Spayed Female,5,Chihuahua Shorthair Mix,Red,,1,29.216666666666665
A605692,Vito,2017-05-30 10:00:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7,Miniature Pinscher Mix,Black,Brown,2,37.668055555555554
A606646,*Merry,2014-02-07 14:48:00,6905 Carver in Austin (TX),Stray,Normal,Spayed Female,6,English Bulldog Mix,Tan,White,1,115.99027777777778
A606761,Lucy,2016-10-12 17:54:00,Austin (TX),Owner Surrender,Normal,Spayed Female,6,Blue Lacy Mix,Blue,White,1,31.049305555555556
A607131,Rocky,2014-03-16 11:09:00,E Croslin And Twin Crest in Austin (TX),Stray,Normal,Neutered Male,6,Rat Terrier Mix,Brown,White,1,78.25416666666666
